fips,state_name,state_abbr,county_name,county_abbr,unrealiable_bw,num_low_birthweight_births,num_live_births,log_live_births,perc_low_bw,cat_rucc,sociod,rucc1_sociod_eqi_2jan2018_vc,rucc2_sociod_eqi_2jan2018_vc,rucc3_sociod_eqi_2jan2018_vc,rucc4_sociod_eqi_2jan2018_vc,built,rucc1_built_eqi_2jan2018_vc,rucc2_built_eqi_2jan2018_vc,rucc3_built_eqi_2jan2018_vc,rucc4_built_eqi_2jan2018_vc,air,rucc1_air_eqi_2jan2018_vc,rucc2_air_eqi_2jan2018_vc,rucc3_air_eqi_2jan2018_vc,rucc4_air_eqi_2jan2018_vc,land,rucc1_land_eqi_2jan2018_vc,rucc2_land_eqi_2jan2018_vc,rucc3_land_eqi_2jan2018_vc,rucc4_land_eqi_2jan2018_vc,water,rucc1_water_eqi_2jan2018_vc,rucc2_water_eqi_2jan2018_vc,rucc3_water_eqi_2jan2018_vc,rucc4_water_eqi_2jan2018_vc,eqi,rucc1_eqi_2jan2018_vc,rucc2_eqi_2jan2018_vc,rucc3_eqi_2jan2018_vc,rucc4_eqi_2jan2018_vc,sociod_4q,rucc1_sociod_eqi_2jan2018_vc_4,rucc2_sociod_eqi_2jan2018_vc_4,rucc3_sociod_eqi_2jan2018_vc_4,rucc4_sociod_eqi_2jan2018_vc_4,air_4q,rucc1_air_eqi_2jan2018_vc_4,rucc2_air_eqi_2jan2018_vc_4,rucc3_air_eqi_2jan2018_vc_4,rucc4_air_eqi_2jan2018_vc_4,water_4q,rucc1_water_eqi_2jan2018_vc_4,rucc2_water_eqi_2jan2018_vc_4,rucc3_water_eqi_2jan2018_vc_4,rucc4_water_eqi_2jan2018_vc_4,land_4q,rucc1_land_eqi_2jan2018_vc_4,rucc2_land_eqi_2jan2018_vc_4,rucc3_land_eqi_2jan2018_vc_4,rucc4_land_eqi_2jan2018_vc_4,built_4q,rucc1_built_eqi_2jan2018_vc_4,rucc2_built_eqi_2jan2018_vc_4,rucc3_built_eqi_2jan2018_vc_4,rucc4_built_eqi_2jan2018_vc_4,eqi_4q,rucc1_eqi_2jan2018_vc_4,rucc2_eqi_2jan2018_vc_4,rucc3_eqi_2jan2018_vc_4,rucc4_eqi_2jan2018_vc_4,sociod_3q,rucc1_sociod_eqi_2jan2018_vc_3,rucc2_sociod_eqi_2jan2018_vc_3,rucc3_sociod_eqi_2jan2018_vc_3,rucc4_sociod_eqi_2jan2018_vc_3,air_3q,rucc1_air_eqi_2jan2018_vc_3,rucc2_air_eqi_2jan2018_vc_3,rucc3_air_eqi_2jan2018_vc_3,rucc4_air_eqi_2jan2018_vc_3,water_3q,rucc1_water_eqi_2jan2018_vc_3,rucc2_water_eqi_2jan2018_vc_3,rucc3_water_eqi_2jan2018_vc_3,rucc4_water_eqi_2jan2018_vc_3,land_3q,rucc1_land_eqi_2jan2018_vc_3,rucc2_land_eqi_2jan2018_vc_3,rucc3_land_eqi_2jan2018_vc_3,rucc4_land_eqi_2jan2018_vc_3,built_3q,rucc1_built_eqi_2jan2018_vc_3,rucc2_built_eqi_2jan2018_vc_3,rucc3_built_eqi_2jan2018_vc_3,rucc4_built_eqi_2jan2018_vc_3,eqi_3q,rucc1_eqi_2jan2018_vc_3,rucc2_eqi_2jan2018_vc_3,rucc3_eqi_2jan2018_vc_3,rucc4_eqi_2jan2018_vc_3,sociod_5q,rucc1_sociod_eqi_2jan2018_vc_5,rucc2_sociod_eqi_2jan2018_vc_5,rucc3_sociod_eqi_2jan2018_vc_5,rucc4_sociod_eqi_2jan2018_vc_5,air_5q,rucc1_air_eqi_2jan2018_vc_5,rucc2_air_eqi_2jan2018_vc_5,rucc3_air_eqi_2jan2018_vc_5,rucc4_air_eqi_2jan2018_vc_5,water_5q,rucc1_water_eqi_2jan2018_vc_5,rucc2_water_eqi_2jan2018_vc_5,rucc3_water_eqi_2jan2018_vc_5,rucc4_water_eqi_2jan2018_vc_5,land_5q,rucc1_land_eqi_2jan2018_vc_5,rucc2_land_eqi_2jan2018_vc_5,rucc3_land_eqi_2jan2018_vc_5,rucc4_land_eqi_2jan2018_vc_5,built_5q,rucc1_built_eqi_2jan2018_vc_5,rucc2_built_eqi_2jan2018_vc_5,rucc3_built_eqi_2jan2018_vc_5,rucc4_built_eqi_2jan2018_vc_5,eqi_5q,rucc1_eqi_2jan2018_vc_5,rucc2_eqi_2jan2018_vc_5,rucc3_eqi_2jan2018_vc_5,rucc4_eqi_2jan2018_vc_5
08095,Colorado,CO,Phillips County,Phillips,x,23,401,5.993961427306569,5.7356608479,4,0.341201007,NA,NA,NA,-0.621010542,-2.156676054,NA,NA,NA,-1.522791743,-1.056432962,NA,NA,NA,-0.600897193,0.837054968,NA,NA,NA,0.836219251,0.795194685,NA,NA,NA,1.119492769,-1.425047994,NA,NA,NA,-0.947272778,3,NA,NA,NA,2,1,NA,NA,NA,2,3,NA,NA,NA,4,4,NA,NA,NA,4,1,NA,NA,NA,1,1,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,1,3,NA,NA,NA,3,3,NA,NA,NA,3,1,NA,NA,NA,1,1,NA,NA,NA,1,3,NA,NA,NA,2,1,NA,NA,NA,2,4,NA,NA,NA,5,4,NA,NA,NA,5,1,NA,NA,NA,1,1,NA,NA,NA,1
08097,Colorado,CO,Pitkin County,Pitkin,NA,88,1013,6.920671504248683,8.6870681145,3,-4.158698082,NA,NA,-4.790894508,NA,-3.176457405,NA,NA,-3.224721432,NA,-2.08039856,NA,NA,-2.202448368,NA,-1.542999148,NA,NA,-1.820841193,NA,0.684198856,NA,NA,0.652014673,NA,-2.596883535,NA,NA,-4.763907433,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,4,NA,NA,4,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA
08099,Colorado,CO,Prowers County,Prowers,NA,110,1272,7.148345743900068,8.6477987421,3,0.546469629,NA,NA,0.346421272,NA,-1.322920799,NA,NA,-1.301418066,NA,-1.664315581,NA,NA,-1.733093619,NA,0.640037179,NA,NA,0.518443584,NA,0.832957268,NA,NA,0.7963503,NA,-1.398416281,NA,NA,-1.152244687,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,3,NA,NA,4,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,3,NA,NA,2,NA,1,NA,NA,1,NA,3,NA,NA,3,NA,3,NA,NA,2,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,4,NA,NA,4,NA,1,NA,NA,1,NA,4,NA,NA,4,NA,4,NA,NA,4,NA,1,NA,NA,1,NA,1,NA,NA,1,NA
08101,Colorado,CO,Pueblo County,Pueblo,NA,1325,14210,9.561701221091147,9.3244194229,1,-0.477837563,0.120786056,NA,NA,NA,-0.006824411,-0.217959896,NA,NA,NA,-1.311190248,-1.686769605,NA,NA,NA,-0.320251644,-0.206651226,NA,NA,NA,0.795559883,0.730758309,NA,NA,NA,-0.619826257,0.029090056,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,2,2,NA,NA,NA,2,2,NA,NA,NA,1,2,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,1,2,NA,NA,NA,2,3,NA,NA,NA,1,1,NA,NA,NA,4,4,NA,NA,NA,2,2,NA,NA,NA,3,3,NA,NA,NA,2,3,NA,NA,NA
08103,Colorado,CO,Rio Blanco County,Rio Blanco,NA,50,681,6.523562306149512,7.342143906,4,-0.335682809,NA,NA,NA,-1.517725825,-1.485741496,NA,NA,NA,-0.83254236,-0.093524523,NA,NA,NA,0.269506335,-1.26293993,NA,NA,NA,-1.023663759,-1.375437856,NA,NA,NA,-1.128270984,-1.383958936,NA,NA,NA,-1.08084178,2,NA,NA,NA,1,2,NA,NA,NA,3,2,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,2,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,2,NA,NA,NA,1,3,NA,NA,NA,3,2,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,1
08105,Colorado,CO,Rio Grande County,Rio Grande,NA,120,1130,7.029972911706386,10.619469027,3,0.612659395,NA,NA,-0.189267337,NA,-1.265944123,NA,NA,-1.104151607,NA,-1.58291316,NA,NA,-1.676112294,NA,0.657488048,NA,NA,0.617919683,NA,0.519250095,NA,NA,0.50203985,NA,-1.38501215,NA,NA,-1.214677691,NA,3,NA,NA,2,NA,1,NA,NA,1,NA,3,NA,NA,3,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,3,NA,NA,2,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,4,NA,NA,3,NA,1,NA,NA,1,NA,3,NA,NA,3,NA,4,NA,NA,4,NA,1,NA,NA,1,NA,1,NA,NA,1,NA
08107,Colorado,CO,Routt County,Routt,NA,153,1699,7.4377951216719325,9.0052972337,3,-2.317542553,NA,NA,-3.729281902,NA,-1.966441512,NA,NA,-1.877263427,NA,-1.877317905,NA,NA,-1.956318021,NA,-1.036266685,NA,NA,-1.269312143,NA,0.48264116,NA,NA,0.434768051,NA,-1.986233473,NA,NA,-3.458398819,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA
08109,Colorado,CO,Saguache County,Saguache,NA,55,490,6.194405391104672,11.224489796,4,0.690151691,NA,NA,NA,1.095967174,-0.554351211,NA,NA,NA,-0.268141448,-1.201017022,NA,NA,NA,-0.725515842,-0.608674705,NA,NA,NA,-0.465861022,0.57796526,NA,NA,NA,0.903338373,-1.116370678,NA,NA,NA,0.083846718,3,NA,NA,NA,4,1,NA,NA,NA,1,3,NA,NA,NA,3,1,NA,NA,NA,1,2,NA,NA,NA,2,1,NA,NA,NA,3,3,NA,NA,NA,3,1,NA,NA,NA,1,2,NA,NA,NA,3,1,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,2,4,NA,NA,NA,5,1,NA,NA,NA,2,3,NA,NA,NA,4,2,NA,NA,NA,2,2,NA,NA,NA,3,1,NA,NA,NA,3
08111,Colorado,CO,San Juan County,San Juan,NA,NA,NA,NA,NA,4,-1.059746623,NA,NA,NA,-2.41160512,-4.708277225,NA,NA,NA,-2.643744469,-2.002115965,NA,NA,NA,-1.379704714,-4.544748306,NA,NA,NA,-4.3195014,-1.371894717,NA,NA,NA,-1.120152116,-4.934613705,NA,NA,NA,-3.203763485,1,NA,NA,NA,1,1,NA,NA,NA,1,2,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,2,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1
08113,Colorado,CO,San Miguel County,San Miguel,NA,44,596,6.39024066706535,7.3825503356,4,-2.850341082,NA,NA,NA,-2.819255114,-3.036604404,NA,NA,NA,-1.685339689,-2.429962873,NA,NA,NA,-1.74953115,-1.245830894,NA,NA,NA,-0.976965249,0.7997787,NA,NA,NA,1.131089926,-2.793874264,NA,NA,NA,-2.540981293,1,NA,NA,NA,1,1,NA,NA,NA,1,3,NA,NA,NA,4,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,3,NA,NA,NA,3,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,4,NA,NA,NA,5,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1
08115,Colorado,CO,Sedgwick County,Sedgwick,NA,10,158,5.062595033026967,6.3291139241,4,0.965901911,NA,NA,NA,-0.077416204,-1.683731079,NA,NA,NA,-1.112796664,-1.292036533,NA,NA,NA,-0.816773891,0.538428247,NA,NA,NA,0.593718529,-1.38336575,NA,NA,NA,-1.134980202,-1.876453519,NA,NA,NA,-0.87527895,4,NA,NA,NA,3,1,NA,NA,NA,1,1,NA,NA,NA,1,3,NA,NA,NA,3,1,NA,NA,NA,1,1,NA,NA,NA,1,3,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,1,2,NA,NA,NA,3,1,NA,NA,NA,1,1,NA,NA,NA,1,5,NA,NA,NA,3,1,NA,NA,NA,1,2,NA,NA,NA,1,4,NA,NA,NA,4,1,NA,NA,NA,1,1,NA,NA,NA,2
08117,Colorado,CO,Summit County,Summit,NA,258,2309,7.744569809354496,11.173668255,2,-2.498149872,NA,-4.140338898,NA,NA,-2.038686514,NA,-2.830000877,NA,NA,-1.697235227,NA,-1.980644107,NA,NA,-1.215906024,NA,-1.424571157,NA,NA,0.704527438,NA,0.583504438,NA,NA,-1.903325677,NA,-4.075206757,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,3,NA,3,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,2,NA,2,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,4,NA,3,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA
08119,Colorado,CO,Teller County,Teller,NA,186,1365,7.21890970761906,13.626373626,1,-0.776631713,0.269349515,NA,NA,NA,-0.504833281,-0.298920274,NA,NA,NA,-1.559400558,-1.953684807,NA,NA,NA,-1.583553195,-1.250570178,NA,NA,NA,0.775702894,0.708071291,NA,NA,NA,-1.316913128,-0.096550815,NA,NA,NA,1,3,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,1,2,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,NA,NA,1,2,NA,NA,NA,1,2,NA,NA,NA,1,3,NA,NA,NA,1,1,NA,NA,NA,4,4,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,1,3,NA,NA,NA
08121,Colorado,CO,Washington County,Washington,NA,19,300,5.703782474656201,6.3333333333,4,0.513275564,NA,NA,NA,-0.299835116,-0.352190077,NA,NA,NA,0.090348154,-0.805859923,NA,NA,NA,-0.394827753,0.113173105,NA,NA,NA,0.121734232,0.184850052,NA,NA,NA,0.47204268,-0.648405731,NA,NA,NA,-0.178820744,3,NA,NA,NA,2,1,NA,NA,NA,2,2,NA,NA,NA,3,2,NA,NA,NA,2,2,NA,NA,NA,3,1,NA,NA,NA,2,2,NA,NA,NA,2,1,NA,NA,NA,1,2,NA,NA,NA,2,2,NA,NA,NA,2,1,NA,NA,NA,2,1,NA,NA,NA,2,4,NA,NA,NA,3,1,NA,NA,NA,2,3,NA,NA,NA,4,3,NA,NA,NA,3,2,NA,NA,NA,3,2,NA,NA,NA,3
08123,Colorado,CO,Weld County,Weld,NA,2069,27352,10.216544931319138,7.5643463001,1,-1.1205971240000001,-0.434982955,NA,NA,NA,1.036151648,0.49275738,NA,NA,NA,-1.466665268,-1.853250861,NA,NA,NA,0.731711209,0.73566097,NA,NA,NA,0.747213483,0.690228581,NA,NA,NA,0.192934781,0.297421932,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,4,4,NA,NA,NA,4,3,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,2,2,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,NA,5,4,NA,NA,NA,3,3,NA,NA,NA
08125,Colorado,CO,Yuma County,Yuma,NA,70,1049,6.955592608396297,6.6730219256,3,0.281081825,NA,NA,-0.402306885,NA,-1.340660572,NA,NA,-1.246839881,NA,0.537638128,NA,NA,0.651801229,NA,0.575017691,NA,NA,0.582237244,NA,0.889363706,NA,NA,0.863156199,NA,-0.127350256,NA,NA,-0.567808032,NA,3,NA,NA,2,NA,3,NA,NA,4,NA,4,NA,NA,4,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,2,NA,NA,2,NA,3,NA,NA,3,NA,3,NA,NA,3,NA,3,NA,NA,2,NA,1,NA,NA,1,NA,2,NA,NA,1,NA,3,NA,NA,2,NA,4,NA,NA,4,NA,4,NA,NA,5,NA,4,NA,NA,4,NA,1,NA,NA,1,NA,3,NA,NA,2,NA
09001,Connecticut,CT,Fairfield County,Fairfield,NA,5839,76408,11.243842681714574,7.6418699613,1,-3.01644659,-2.286775351,NA,NA,NA,-0.172006443,-1.169976234,NA,NA,NA,-1.73543334,-2.143763781,NA,NA,NA,-0.855291247,-0.754550695,NA,NA,NA,1.329738975,1.222042799,NA,NA,NA,-0.654651523,-1.845566988,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,4,4,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,5,5,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,2,1,NA,NA,NA
09003,Connecticut,CT,Hartford County,Hartford,NA,6076,69974,11.15587902346339,8.6832251979,1,-2.019193411,-1.318202019,NA,NA,NA,0.111066528,-0.996270657,NA,NA,NA,1.669553995,1.575365305,NA,NA,NA,0.20814009,0.282769173,NA,NA,NA,1.294363737,1.181376338,NA,NA,NA,1.569681406,-1.416511893,NA,NA,NA,1,1,NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,NA,3,3,NA,NA,NA,3,1,NA,NA,NA,4,1,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,2,2,NA,NA,NA,2,1,NA,NA,NA,3,1,NA,NA,NA,1,1,NA,NA,NA,5,5,NA,NA,NA,5,5,NA,NA,NA,3,3,NA,NA,NA,3,1,NA,NA,NA,5,1,NA,NA,NA
09005,Connecticut,CT,Litchfield County,Litchfield,NA,831,11475,9.347926034928745,7.2418300654,2,-1.802305579,NA,-2.187025309,NA,NA,-0.013633429,NA,-0.019684341,NA,NA,1.294462204,NA,1.334181905,NA,NA,-0.193520412,NA,-0.222070366,NA,NA,1.498956561,NA,1.357332468,NA,NA,1.196394801,NA,-0.86255753,NA,NA,1,NA,1,NA,NA,4,NA,4,NA,NA,4,NA,4,NA,NA,2,NA,2,NA,NA,2,NA,2,NA,NA,4,NA,1,NA,NA,1,NA,1,NA,NA,3,NA,3,NA,NA,3,NA,3,NA,NA,2,NA,2,NA,NA,2,NA,2,NA,NA,3,NA,1,NA,NA,1,NA,1,NA,NA,5,NA,5,NA,NA,5,NA,5,NA,NA,2,NA,2,NA,NA,3,NA,3,NA,NA,5,NA,1,NA,NA
09007,Connecticut,CT,Middlesex County,Middlesex,NA,706,10925,9.298809019963791,6.4622425629,1,-2.135921001,-1.337810993,NA,NA,NA,-0.215158105,-0.849285364,NA,NA,NA,0.971891761,0.807889879,NA,NA,NA,-0.197645664,-0.071216017,NA,NA,NA,1.248389363,1.133869648,NA,NA,NA,0.901361167,-1.334364653,NA,NA,NA,1,1,NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,NA,2,2,NA,NA,NA,2,1,NA,NA,NA,4,1,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,2,2,NA,NA,NA,2,1,NA,NA,NA,3,1,NA,NA,NA,1,1,NA,NA,NA,5,4,NA,NA,NA,5,5,NA,NA,NA,2,2,NA,NA,NA,2,1,NA,NA,NA,5,1,NA,NA,NA
09009,Connecticut,CT,New Haven County,New Haven,NA,5677,67722,11.123166369183682,8.3828002717,1,-1.895935655,-1.171832085,NA,NA,NA,-0.129793644,-1.024961352,NA,NA,NA,1.080718279,0.928101838,NA,NA,NA,0.057503488,0.132388562,NA,NA,NA,1.333360553,1.21694839,NA,NA,NA,1.059171081,-1.318747997,NA,NA,NA,1,1,NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,NA,2,2,NA,NA,NA,2,1,NA,NA,NA,4,1,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,2,2,NA,NA,NA,2,1,NA,NA,NA,3,1,NA,NA,NA,1,1,NA,NA,NA,5,5,NA,NA,NA,5,5,NA,NA,NA,3,3,NA,NA,NA,3,1,NA,NA,NA,5,1,NA,NA,NA
09011,Connecticut,CT,New London County,New London,NA,1487,20338,9.920246336351083,7.3114367194,1,-1.712016582,-0.938907683,NA,NA,NA,0.214000449,-0.851305425,NA,NA,NA,1.394759059,1.309985995,NA,NA,NA,-0.317576051,-0.220478073,NA,NA,NA,1.202327967,1.096098542,NA,NA,NA,1.27467227,-1.197235584,NA,NA,NA,1,1,NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,NA,2,2,NA,NA,NA,3,1,NA,NA,NA,4,1,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,3,1,NA,NA,NA,1,1,NA,NA,NA,5,5,NA,NA,NA,5,5,NA,NA,NA,2,2,NA,NA,NA,3,1,NA,NA,NA,5,1,NA,NA,NA
09013,Connecticut,CT,Tolland County,Tolland,NA,633,8782,9.080459451121662,7.2079253018,1,-1.976744652,-1.154700637,NA,NA,NA,1.00827682,0.62207073,NA,NA,NA,0.897515833,0.745599687,NA,NA,NA,-0.083290711,0.020136647,NA,NA,NA,1.331195593,1.211498737,NA,NA,NA,1.533394456,-0.446164995,NA,NA,NA,1,1,NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,NA,2,2,NA,NA,NA,4,3,NA,NA,NA,4,2,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,2,2,NA,NA,NA,3,3,NA,NA,NA,3,1,NA,NA,NA,1,1,NA,NA,NA,5,4,NA,NA,NA,5,5,NA,NA,NA,2,3,NA,NA,NA,5,4,NA,NA,NA,5,2,NA,NA,NA
09015,Connecticut,CT,Windham County,Windham,NA,638,8562,9.055089086704891,7.4515300164,1,-0.847942233,-0.063409999,NA,NA,NA,0.787504077,-0.106087141,NA,NA,NA,0.786034942,0.658916533,NA,NA,NA,0.05790684,0.162259534,NA,NA,NA,0.957878232,0.844492555,NA,NA,NA,1.171368003,-0.185535923,NA,NA,NA,1,2,NA,NA,NA,4,3,NA,NA,NA,4,4,NA,NA,NA,2,2,NA,NA,NA,4,2,NA,NA,NA,4,2,NA,NA,NA,1,2,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,2,2,NA,NA,NA,3,2,NA,NA,NA,3,2,NA,NA,NA,1,3,NA,NA,NA,4,4,NA,NA,NA,5,4,NA,NA,NA,3,3,NA,NA,NA,5,3,NA,NA,NA,5,2,NA,NA,NA
10001,Delaware,DE,Kent County,Kent,NA,1333,15630,9.656947423415522,8.5284708893,1,-0.798829019,-0.041677434,NA,NA,NA,0.430344194,-0.449586123,NA,NA,NA,0.727651775,0.535935938,NA,NA,NA,1.210874438,1.166564941,NA,NA,NA,0.809542716,0.733328819,NA,NA,NA,1.212281823,-0.150787011,NA,NA,NA,1,2,NA,NA,NA,4,3,NA,NA,NA,3,3,NA,NA,NA,4,4,NA,NA,NA,3,2,NA,NA,NA,4,2,NA,NA,NA,1,2,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,3,2,NA,NA,NA,3,2,NA,NA,NA,1,3,NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,NA,5,5,NA,NA,NA,4,2,NA,NA,NA,5,3,NA,NA,NA
10003,Delaware,DE,New Castle County,New Castle,NA,4497,49329,10.806267422382335,9.1163413002,1,-2.009289026,-1.281873345,NA,NA,NA,0.075532533,-1.109499931,NA,NA,NA,0.878146291,0.684766769,NA,NA,NA,0.306203634,0.273122251,NA,NA,NA,1.062951803,0.97306335,NA,NA,NA,1.081364512,-1.354631782,NA,NA,NA,1,1,NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,NA,3,3,NA,NA,NA,3,1,NA,NA,NA,4,1,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,2,2,NA,NA,NA,2,1,NA,NA,NA,3,1,NA,NA,NA,1,1,NA,NA,NA,5,4,NA,NA,NA,5,5,NA,NA,NA,3,3,NA,NA,NA,3,1,NA,NA,NA,5,1,NA,NA,NA
10005,Delaware,DE,Sussex County,Sussex,NA,1300,16456,9.708445431332793,7.8998541565,1,-0.551748991,0.375560403,NA,NA,NA,0.028479617,-0.602597117,NA,NA,NA,1.704022288,1.571703553,NA,NA,NA,1.146202803,1.069029927,NA,NA,NA,1.198862076,1.091375351,NA,NA,NA,1.57810545,-0.155080259,NA,NA,NA,1,3,NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,NA,2,2,NA,NA,NA,4,2,NA,NA,NA,1,2,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,2,1,NA,NA,NA,3,2,NA,NA,NA,2,4,NA,NA,NA,5,5,NA,NA,NA,5,5,NA,NA,NA,5,5,NA,NA,NA,3,2,NA,NA,NA,5,2,NA,NA,NA
11001,District of Columbia,DC,District of Columbia,District of Columbia,NA,6655,63362,11.056619591646689,10.503140684,1,-3.296507835,-2.5703578,NA,NA,NA,-1.612937689,-2.963287354,NA,NA,NA,0.600373447,0.402067214,NA,NA,NA,-3.727856398,-4.102594376,NA,NA,NA,-1.400294423,-1.40857935,NA,NA,NA,-1.311892748,-3.61905241,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,3,2,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,4,4,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA
